"SriLanka_creole","phonetic_transcription","Portuguese_definition","English_definition","pos","Related_languages","pt_related annotations","sources","original_full_entry","original_Portuguese_definition","original_linguistic_notes","page"
"Obre","obɾe","obra","artwork","noun",,,,"Obre, óber (fórm. mod.), obra.","obra","forma moderna",166
"óber","oːbeɾ","obra","artwork","noun",,,,"Obre, óber (fórm. mod.), obra.","obra","forma moderna",166
"Obração","obɾasaːo","operação","operation","noun",,,,"Obração, operação. — Deriv. reg. de obra.","operação","derivado",166
"Obraro","obɾaɾo","obreiro","worker","noun",,,"O Bruffador, ii periódico","Obraro {Br. 2), obreiro. Cfr. ferraro.","obreiro",,166
"Obrigacè","obɾigaseː","obrigação","obligation","noun",,,"O Bruffador, i periódico","Obrigacè {Br. i), obrigação.","obrigação",,166
"Occidente","oksidente","ocidente, ocidental","west","noun",,,,"Occidente, occidente; occi-dental.","occidente, occidental",,166
"Octóber","oktoːbeɾ","outubro","october","noun","English",,,"Octóber, outubro. — Ingl.","outubro",,166
"Ódia","oːdia","ódio","hate","noun",,,,"Ódia, ódio.","ódio",,166
"Offéncia","ofeːnsia","ofensa","offense","noun",,,,"OfFéncia, offensa. Cfr. defenda, justicia.","offensa",,166
"Offercé","ofeɾseː","oferecer","offer","verb",,,,"Ofifercé, ofFerecer. Offerci-mento (p. us.), oíferação (A''. J"".), oíFerça, offerço (mais us.), ofFerecimento, offerta.","oferecer","pouco usado",166
"Offercimento","ofeɾsimento","oferta","gift","noun",,,,,"oferta",,
"offeração","ofeɾasaːo","oferta","gift","noun",,,,,"oferta",,
"offerça","ofeɾsa","oferta","gift","noun",,,,,"oferta",,
"offerço","ofeɾso","oferta","gift","noun",,,,,"oferta",,
"Ófis","oːfis","oficina, repartição","workshop, office","noun","English",,,"Office (pron. q/?5), officina, repartição. —Ingl.","officina, repartição",,166
"Ófiser","oːfizeɾ","oficial","officer","adjective","English",,,"Offlcer, ofticial. — Ingl.","oficial",,166
"Officina","ofisina","imprensa, tipografia","press, typography","noun","English","Old Portuguese",,"Ojficina, oíficio, offioia, of-fiço, imprensa, typographia. Officina: port. arch. Nos outros infl. do ingl. office.","imprensa, typographia",,167
"officio","ofisio","imprensa, tipografia","press, typography","noun","English","Old Portuguese",,"Ojficina, oíficio, offioia, of-fiço, imprensa, typographia. Officina: port. arch. Nos outros infl. do ingl. office.","imprensa, typographia",,167
"officia","ofisia","imprensa, tipografia","press, typography","noun","English","Old Portuguese",,"Ojficina, oíficio, offioia, of-fiço, imprensa, typographia. Officina: port. arch. Nos outros infl. do ingl. office.","imprensa, typographia",,167
"offiço","ofiso","imprensa, tipografia","press, typography","noun","English","Old Portuguese",,"Ojficina, oíficio, offioia, of-fiço, imprensa, typographia. Officina: port. arch. Nos outros infl. do ingl. office.","imprensa, typographia",,167
"Ogo","ogo","ovo","egg","noun",,,,"Ogo, ovo. Cfr. nogo.","ovo",,167
"Oitórè","ojtoːɾeː","oito horas","eight hours.","numeral",,,"Istori de San Clear","Oitórè (5. C), oito horas.— Por crase.","oito horas",,167
"Olhà","oʎaː","olhar, ver","look, see","verb","Capeverdean creole, Guinea-Bissau kryol, Macao creole",,,"Olliâ,, oljà (fórm. mod.), oyá (p. us.), olhar (transitivo), ver (desus.); eis (desus.). Dial. mac. olá. — Ollia, oljo, ojo (p. us.), olho. Dial. cabguin. ojo.","olhar, ver",,167
"Olyà","olʲaː","olhar, ver","look, see","verb","Capeverdean creole, Guinea-Bissau kryol, Macao creole",,,"Olliâ,, oljà (fórm. mod.), oyá (p. us.), olhar (transitivo), ver (desus.); eis (desus.). Dial. mac. olá. — Ollia, oljo, ojo (p. us.), olho. Dial. cabguin. ojo.","olhar, ver",,167
"oyà","ojaː","olhar, ver","look, see","verb","Capeverdean creole, Guinea-Bissau kryol, Macao creole",,,"Olliâ,, oljà (fórm. mod.), oyá (p. us.), olhar (transitivo), ver (desus.); eis (desus.). Dial. mac. olá. — Ollia, oljo, ojo (p. us.), olho. Dial. cabguin. ojo.","olhar, ver",,167
"Olyo","olʲo","hoje","today","adverb",,,,"Oljo (fórm. mod.), hoje. Mais us. hojo.","hoje","forma moderna",167
"Ómber","oːmbeɾ","ombro","shoulder","noun",,,,"Ómber, hombro. Cfr. cám-ber, sómber.","ombro",,167
"Omóris","omoːɾis","humores","moods","noun",,,"Cantigas","Omóris {Cant.}^ humores.","humores",,167
"Omp","omp","tio","uncle","noun","Dutch",,,"Omp, ompi, tio.— HoU. oom?","tio",,167
"ompi","ompi","tio","uncle","noun","Dutch",,,"Omp, ompi, tio.— HoU. oom?","tio",,167
"Ontà","ontaː","untar","anoint","verb",,"Dialetal Portuguese Alentejo",,"Ontà, untar. — Ontar: dial. alemtej.","untar",,167
"Onte","onte","ontem","yesterday","adverb","Cochin creole, Singapore creole",,,"Onte, ónti, ónta, hontem. Onte: dial. coch. Dial. singp. hónti.","ontem",,167
"ónti","oːnti","ontem","yesterday","adverb","Cochin creole, Singapore creole",,,"Onte, ónti, ónta, hontem. Onte: dial. coch. Dial. singp. hónti.","ontem",,167
"ónta","oːnta","ontem","yesterday","adverb","Cochin creole, Singapore creole",,,"Onte, ónti, ónta, hontem. Onte: dial. coch. Dial. singp. hónti.","ontem",,167
"Onzimo","onzimo","undécimo","a tenth","numeral",,,,"Onzimo, undécimo. Cfr. de-pvio.","undécimo",,167
"Oppressà","opɾesaː","oprimir","oppress","verb","English",,,"Oppressà (A^. J"".), oppri-mir. — Ingl. to oppress.","opprimir",,167
"Oratória","oɾatoːɾia","oratório","oratory","noun",,,,"Oratória, oratório.","oratório",,167
"Orde","oɾde","ordem","order","noun",,"Dialectal Portuguese",,"Orde, órdi, ordem. — Port. Dialetal Portuguese.","ordem",,167
"órdi","oːɾdi","ordem","order","noun",,"Dialectal Portuguese",,"Orde, órdi, ordem. — Port. Dialetal Portuguese.","ordem",,167
"Ordinà","oɾdinaː","ordenar","order","verb",,"Old Portuguese",,"Ordinà, ordenar. Ordinan-cias {Baut.)^ ordenanças. — Ordinar: port. arch.","ordenar",,167
"Ordinancias","oɾdinansias","ordenanças","orders, laws","noun",,,"Bautismo",,"ordenanças",,
"Oriente","oɾiente","oriente, oriental","east","noun",,,,"Oriente, oriente; oriental.","oriente, oriental",,167
"Orlozo","oɾlozo","relógio","clock","noun","Sinhala","Dialetal Portuguese Alentejo",,"Orlozo, relógio. T. em singl. — Dial. alemtej. rolojo.","relógio",,167
"Orphano","oɾfano","órfão","orphan","noun","English",,,"Orphano, órfão. — Infl. do ingl. orphan? Cfr. capitano.","órfão",,167
"Ortelão","oɾtelaːo","hortelã","mint","noun",,,,"Ortelão, hortelã.","hortelã",,167
"Orvai","oɾʋai","orvalho","dew","noun","Diu creole",,,"Orvai, oravai, orvalho. Dial. div. vuruvalh. Cfr. cara' vão, travai.","orvalho",,167
"oravai","oɾaʋai","orvalho","dew","noun","Diu creole",,,"Orvai, oravai, orvalho. Dial. div. vuruvalh. Cfr. cara' vão, travai.","orvalho",,167
"Otro","otɾo","outro","other","pronoun","Macao creole",,,"Otro, outrè (p. us.), outro (t. us.). Otro: dial. mac.","outro","pouco usado",167
"outrè","outɾeː","outro","other","pronoun","Macao creole",,,"Otro, outrè (p. us.), outro (t. us.). Otro: dial. mac.","outro","pouco usado",167
"Oudisido","oudizido","obedecido","obeyed","adjective",,,"Istori de San Clear","Oudisido (5. C), obedecido.","obedecido",,167
"Ouleiro","ouleiɾo","oleiro","potter","noun",,,,"Ouleiro, oleiro (t. us.).","oleiro",,167
"Oura","ouɾa","ouro","gold","noun",,,,"Oura, óru, ouro (t. us.). Ouro-anjo, anjo de ouro. Ouro-coroacoroa de ouro.","ouro",,167
"óru","oːɾu","ouro","gold","noun",,,,"Oura, óru, ouro (t. us.). Ouro-anjo, anjo de ouro. Ouro-coroacoroa de ouro.","ouro",,167
"Ouro-anjo","ouɾo and̠ʒo","anjo de ouro","golden angel","noun",,,,,"anjo de ouro",,
"Ouro-coroa","ouɾo koɾoa","coroa de ouro","golden crown","noun",,,,,"coroa de ouro",,
"Ouvida","ouʋida","ouvido","ear","noun",,,,"Ouvida, ovido, ovida, ouvido. Ovi, ouvir (mais us.). Ovi: dial. coch.","ouvido",,167
"ovido","oʋido","ouvido","ear","noun",,,,"Ouvida, ovido, ovida, ouvido. Ovi, ouvir (mais us.). Ovi: dial. coch.","ouvido",,167
"ovida","oʋida","ouvido","ear","noun",,,,"Ouvida, ovido, ovida, ouvido. Ovi, ouvir (mais us.). Ovi: dial. coch.","ouvido",,167
"Ovi","oʋi","ouvir","listen to","verb","Cochin creole",,,,"ouvir",,
"Ovelho","oʋeʎo","ovelha","sheep","noun",,,,"Ovelho, ovelha.","ovelha",,167
"Óksigen","oːksid̠ʒen","oxigénio","oxygen","noun","English",,,"Óxigen, oxigénio.—Ingl.","oxigénio",,167
"Pacencia","pasensia","paciência, paciente","patience patient","noun","Capeverdean creole, Macao creole",,,"Pacencia, pacénci, pa-ciénci (p. us.), paciência; paciente. Pacencia: dial. mac, cab. Cfr. aiidenci.","paciência, paciente","pouco usado",167
"pacénci","paseːnsi","paciência, paciente","patience patient","noun","Capeverdean creole, Macao creole",,,"Pacencia, pacénci, pa-ciénci (p. us.), paciência; paciente. Pacencia: dial. mac, cab. Cfr. aiidenci.","paciência, paciente","pouco usado",167
"paciénci","pasieːnsi","paciência, paciente","patience patient","noun","Capeverdean creole, Macao creole",,,"Pacencia, pacénci, pa-ciénci (p. us.), paciência; paciente. Pacencia: dial. mac, cab. Cfr. aiidenci.","paciência, paciente","pouco usado",167
"Padaço","padaso","pedaço","piece, bit","noun",,"Dialectal Portuguese",,"Padaço, padas, padaz, pedaço. Padaço: port. Dialetal Portuguese. Cfr. fas,fres. Padás-pau, pedaço de pau.","pedaço",,167
"padas","padas","pedaço","piece, bit","noun",,"Dialectal Portuguese",,"Padaço, padas, padaz, pedaço. Padaço: port. Dialetal Portuguese. Cfr. fas,fres. Padás-pau, pedaço de pau.","pedaço",,167
"padaz","padas","pedaço","piece, bit","noun",,"Dialectal Portuguese",,"Padaço, padas, padaz, pedaço. Padaço: port. Dialetal Portuguese. Cfr. fas,fres. Padás-pau, pedaço de pau.","pedaço",,167
"Padecemento","padesemento","padecimento","suffering, pain","noun",,,,"Padecemento, padecimento. — De padece -\- mento.","padecimento",,167
"Padicé","padiseː","padecer","suffer","verb",,,,"Padicé, padecer (t. us.). Pa-dicemento, padecimento.","padecer",,167
"Pagà","pagaː","apagar","delete","verb","Mangalor creole",,,"Paga, apagar. Dial. mangde Mahé.","apagar",,167
"Pague","page","paga","pay","noun",,,,"Page (^m), paga (mais us.).","paga",,167
"Palaço","palaso","palácio","palace","noun",,,,"Palaso (f), palácio.","palácio",,167
"Palàver","palaːʋeɾ","palavra","word","noun",,,"Bautismo","Palàver, pàlver, pàlvra (Baut.)^ palavra (t. us.). Cfr. ober, lagir.","palavra",,167
"pàlver","paːlʋeɾ","palavra","word","noun",,,"Bautismo","Palàver, pàlver, pàlvra (Baut.)^ palavra (t. us.). Cfr. ober, lagir.","palavra",,167
"pàlvra","paːlʋɾa","palavra","word","noun",,,"Bautismo","Palàver, pàlver, pàlvra (Baut.)^ palavra (t. us.). Cfr. ober, lagir.","palavra",,167
"Palavrado","palaʋɾado","apalavrado, desposado","espoused","adjective",,,,"Palavrado, apalavrado, desposado.","apalavrado, desposado",,167
"Palmião","palmiaːo","pela manhã, manhã","in the morning, morning","adverb",,,,"Palmião, pela manhã; manhã. De palmião, desde a manhã. Dial. cab. palmanhã. Cfr.","pela manhã, manhã",,167
"Palmo","palmo","palmo, palma","flat of the hand","noun",,,,"Palmo, palmo; palma.","palmo, palma",,168
"Pamperlão","pampeɾlaːo","altivo","haughty","adjective",,,,"Pamperlão, altivo.","altivo",,168
"Pan","pan","pão","bread","noun",,"Old Portuguese",,"Pan (fórm. mod.), pão. — Port. arch. pam.","pão",,168
"Pancádè","pankaːdeː","pancada","blow","noun",,,,"Pancádè, pancado, pancada.","pancada",,168
"pancado","pankado","pancada","blow","noun",,,,"Pancádè, pancado, pancada.","pancada",,168
"Panhà","paɲaː","apanhar","catch","verb","Capeverdean creole, Macao creole","Beira",,"Panhà, apanhar. Gomm. Dial. mac, cab. Dial. beirão: panhar.","apanhar",,168
"Panocrua","panokɾua","pano cru","raw cloth","noun",,,"O Bruffador, ii periódico","Panocrua {Br. 2), panno cru.","pano cru",,168
"Pap","pap","papa","porage","noun",,,,"Pap, papa.","papa",,168
"Papagaia","papagaia","papagaio","paper","noun",,,,"Papagaia, papagaio.","papagaio",,168
"Papella","papela","papel, jornal","paper, newspaper","noun",,,,"Papella, papélè, papel; jornal. Cfr. anela.","papel, jornal",,168
"papélè","papeːleː","papel, jornal","paper, newspaper","noun",,,,"Papella, papélè, papel; jornal. Cfr. anela.","papel, jornal",,168
"Papiá","papiaː","falar","talk","verb","Capeverdean creole, Papiamentu",,,"Papiá, fallar. Papiação, falia. Papiador, fallador. Gomm. Dial. cabde Coração. — Do port. papear. Gfr. fallâ.","fallar",,168
"Papiador","papiadoɾ","falador","talkative","noun",,,,,"fallador",,
"Papus","papus","calçado, sapato","footwear, shoe","noun","Persian",,,"Paptis, calçado, sapato. —","calçado, sapato",,168
"Par","paɾ","para","for, to","preposition","Diu creole","Diu creole, Daman creole",,"Par, para. Dial. divnort. Mais us. per.","para",,168
"Pará","paɾaː","parar, permanecer, morar","stop, stay, live","verb",,,,"Pará, parar; permanecer; morar.","parar, permanecer, morar",,168
"Paràbel","paɾaːbel","parábola","parable","noun",,,,"Paràbel, parábola.","parábola",,168
"Parêd","paɾeːd","parada militar","military parade","noun","English",,,"Parade (pron. parêd)parada militar. — Ingl.","parada militar",,168
"Paradiso","paɾadizo","paraíso","paradise","noun","English",,,"Paradiso, paraiso (t. us.).— Ingl. paradise. Ital.","paraiso",,168
"Parçaria","paɾsaɾia","parceria","partnership","noun",,,,"Parçaria, parceria.","parceria",,168
"Parè","paɾeː","parir","give birth","verb",,,,"Paro, parir. Paridura, parto (t. us.).","parir",,168
"Paridura","paɾiduɾa","parto","childbirth","noun",,,,,"parto",,
"Parecè","paɾeseː","parecer, aparecer","look like, appear","noun",,,,"Parece, parcé, parecer, apparecer. Parecer, parcer, apparencia, figura. Pareço,","parecer, apparecer",,168
"parcé","paɾseː","parecer, aparecer","look like, appear","noun",,,,"Parece, parcé, parecer, apparecer. Parecer, parcer, apparencia, figura. Pareço,","parecer, apparecer",,168
"Parecer","paɾeseɾ","aparência, figura","appearance, look","noun",,,,,"aparência, figura",,
"parcer","paɾseɾ","aparência, figura","appearance, look","noun",,"Dialetal Portuguese Algarve",,,"aparência, figura",,
"Pareço","paɾeso","aparição, visão","apparition, vision","noun",,,,"apparição, visão. Parecemen-to, parcemento, paricimen-to, apparecimento, apparencia. Dial. algarv. parcer.","apparição, visão",,168
"Parecemento","paɾesemento","aparecimento, aparência","appearance, look","noun",,,,,"apparecimento, apparencia",,
"parcemento","paɾsemento","aparecimento, aparência","appearance, look","noun",,,,,"apparecimento, apparencia",,
"paricimento","paɾisimento","aparecimento, aparência","appearance, look","noun",,,,,"apparecimento, apparencia",,
"Parentelha","paɾenteʎa","parentela","kinship","noun",,,,"Parentelha, parentela.","parentela",,168
"Parentes","paɾentes","pais","parents","noun","English",,,"Parentes, pães. — Infl. do ingl.","pais",,168
"Parentesca","paɾenteska","parentesco","kinship","adjective",,,,"Parentesca, parentesco.","parentesco",,168
"Parol","paɾol","parola","jabber","noun",,,"O Bruffador, ii periódico","Parol {Br. 2), parola.","parola",,168
"Paroliero","paɾolieɾo","paroleiro","talkative person","noun",,,,"Paroliero, paroleiro.","paroleiro",,168
"Parpora","paɾpoɾa","púrpura","purple","noun",,,,"Parpora, purpura.","púrpura",,168
"Parque","paɾke","porque","because","conjunction",,,,"Parque, parqui (p. us.),porque.","porque","pouco usado",168
"parqui","paɾki","porque","because","conjunction",,,,"Parque, parqui (p. us.),porque.","porque","pouco usado",168
"Parrà","paraː","parar","stop","verb",,,,"Parra, parar (mais us.).","parar",,168
"Pàrtei","paːɾtei","parte","part","noun",,,,"Pàrtei (p. us.), parte.","parte","pouco usado",168
"Parte-possuidor","paɾte posuidoɾ","acionista","shareholder","noun","English",,,"Parte-possuidoraccionista.— Infl. do ingl. share-holder. Cfr. novas-papella.","acionista",,168
"Paçá","pasaː","passar","pass","verb",,,"O Bruffador, ii periódico","Pasá (f), passar. Passagè, passajo, pasajo, passai, passei {Br. 2), passagem, passo, caso; trato. Passa, passado, ex.: passa sabbado.","passar",,168
"Passagè","pasad̠ʒeː","passagem, passo, caso, trato","passage, step, case, handling","noun",,,,,"passagem, passo, caso; trato",,
"passajo","pasad̠ʒo","passagem, passo, caso, trato","passage, step, case, handling","noun",,,,,"passagem, passo, caso; trato",,
"pasajo","pazad̠ʒo","passagem, passo, caso, trato","passage, step, case, handling","noun",,,,,"passagem, passo, caso; trato",,
"passai","pasai","passagem, passo, caso, trato","passage, step, case, handling","noun",,,,,"passagem, passo, caso; trato",,
"passei","pasei","passagem, passo, caso, trato","passage, step, case, handling","noun",,,,,"passagem, passo, caso; trato",,
"Passá","pasaː","passado","past","noun",,,,,"passado",,
"Pascencia","pasensia","paciência","patience","noun",,,,"Pascencia. V. pacencia.","paciência",,168
"Pasco","pasko","Páscoa","easter","noun",,,,"Pasço, paschoa (t. us.).","paschoa",,168
"Pascoa-tempo","paskoa tempo","tempo pascal","easter time","noun",,,,"Paschoa-tempo, tempo pas-chal.","tempo pascal",,168
"Passangeiro","pasand̠ʒeiɾo","passageiro","passenger","noun","English",,,"Passangeiro, passageiro.— Infl. do ingl. passanger. Gfr. messangeiro.","passageiro",,168
