word,IPA,TRSVG,TRSVG_split,CV
secta,sekta,SVTTV,SV.T.TV,CV.C.CV
secto,sekto,SVTTV,SV.T.TV,CV.C.CV
secura,sekuɾa,SVTVRV,SV.TV.RV,CV.CV.CV
secura chão,sekuɾa t̠ʃaːo,SVTVRV TVV,SV.TV.RV TV.V,CV.CV.CV CV.V
sedomente,sedomente,SVTVRVRTV,SV.TV.RVR.TV,CV.CV.CVC.CV
ségel,seːd̠ʒel,SVTVR,SV.TVR,CV.CVC
segredè,segɾedeː,SVTRVTV,SV.TRV.TV,CV.CCV.CV
segrédi,segɾeːdi,SVTRVTV,SV.TRV.TV,CV.CCV.CV
segradè,segɾadeː,SVTRVTV,SV.TRV.TV,CV.CCV.CV
seguedor,segedoɾ,SVTVTVR,SV.TV.TVR,CV.CV.CVC
seguente,segente,SVTVRTV,SV.TVR.TV,CV.CVC.CV
segunte,segunte,SVTVRTV,SV.TVR.TV,CV.CVC.CV
seguiador,segiadoɾ,SVTVVTVR,SV.TV.V.TVR,CV.CV.V.CVC
seguindo,segindo,SVTVRTV,SV.TVR.TV,CV.CVC.CV
seguradomente,seguɾadomente,SVTVRVTVRVRTV,SV.TV.RV.TV.RVR.TV,CV.CV.CV.CV.CVC.CV
seisenta,seizenta,SVGSVRTV,SVG.SVR.TV,CVV.CVC.CV
seisto,seisto,SVGSTV,SVGS.TV,CVVC.CV
seite,seite,SVGTV,SVG.TV,CVV.CV
séja,seːd̠ʒa,SVTV,SV.TV,CV.CV
seija,seid̠ʒa,SVGTV,SVG.TV,CVV.CV
sem,sem,SVR,SVR,CVC
semalhança,semaʎansa,SVRVRVRSV,SV.RVRVR.SV,CV.CVCVC.CV
semeihancè,semeianseː,SVRVGVRSV,SV.RVG.VR.SV,CV.CVV.VC.CV
sementria,sementɾia,SVRVRTRVV,SV.RVR.TRV.V,CV.CVC.CCV.V
sempetemo,sempetemo,SVRTVTVRV,SVR.TV.TV.RV,CVC.CV.CV.CV
sempretemo,sempɾetemo,SVRTRVTVRV,SVR.TRV.TV.RV,CVC.CCV.CV.CV
sempieterno,sempieteɾno,SVRTVVTVRRV,SVR.TV.V.TVR.RV,CVC.CV.V.CVC.CV
sen,sen,SVR,SVR,CVC
senan,senan,SVRVR,SV.RVR,CV.CVC
senhoris,seɲoɾis,SVRVRVS,SV.RVRVS,CV.CVCVC
sentencia,sentensia,SVRTVRSVV,SVR.TVR.SV.V,CVC.CVC.CV.V
seperá,sepeɾaː,SVTVRV,SV.TV.RV,CV.CV.CV
separação,sepaɾasaːo,SVTVRVSVV,SV.TV.RV.SV.V,CV.CV.CV.CV.V
sepiá,sepiaː,SVTVV,SV.TV.V,CV.CV.V
sepulturo,sepultuɾo,SVTVRTVRV,SV.TVR.TV.RV,CV.CVC.CV.CV
séra,seːɾa,SVRV,SV.RV,CV.CV
seraphs,seɾafs,SVRVTS,SV.RV.TS,CV.CV.CC
serezan,seɾezan,SVRVSVR,SV.RV.SVR,CV.CV.CVC
serioso,seɾiozo,SVRVVSV,SV.RV.V.SV,CV.CV.V.CV
servideira,seɾʋideiɾa,SVRTVTVGRV,SVR.TV.TVG.RV,CVC.CV.CVV.CV
sés,seːs,SVS,SVS,CVC
sestomo,sestomo,SVSTVRV,SVS.TV.RV,CVC.CV.CV
seve,seʋe,SVTV,SV.TV,CV.CV
significão,signifikaːo,SVTRVTVTVV,SV.TRV.TV.TV.V,CV.CCV.CV.CV.V
siguier,sigieɾ,SVTVVR,SV.TV.VR,CV.CV.VC
silente,silente,SVRVRTV,SV.RVR.TV,CV.CVC.CV
silentemente,silentemente,SVRVRTVRVRTV,SV.RVR.TV.RVR.TV,CV.CVC.CV.CVC.CV
simiá,simiaː,SVRVV,SV.RV.V,CV.CV.V
simple,simple,SVRTRV,SVR.TRV,CVC.CCV
simplo,simplo,SVRTRV,SVR.TRV,CVC.CCV
sinceiro,sinseiɾo,SVRSVGRV,SVR.SVG.RV,CVC.CVV.CV
sincoventè,sinkoʋenteː,SVRTVTVRTV,SVR.TV.TVR.TV,CVC.CV.CVC.CV
sinhárè,siɲaːɾeː,SVRVRV,SV.RVRV,CV.CVCV
sinho,siɲo,SVRV,SV.RV,CV.CV
sinté,sinteː,SVRTV,SVR.TV,CVC.CV
sintemento,sintemento,SVRTVRVRTV,SVR.TV.RVR.TV,CVC.CV.CVC.CV
sintido,sintido,SVRTVTV,SVR.TV.TV,CVC.CV.CV
siome,siome,SVVRV,SV.V.RV,CV.V.CV
sir,siɾ,SVR,SVR,CVC
sirvidor,siɾʋidoɾ,SVRTVTVR,SVR.TV.TVR,CVC.CV.CVC
siso,sizo,SVSV,SV.SV,CV.CV
sistê,sisteː,SVSTV,SVS.TV,CVC.CV
slack,zlakk,SRVTT,S.RV.T.T,C.CV.C.C
slec,zlek,SRVT,S.RV.T,C.CV.C
slenger,zlend̠ʒeɾ,SRVRTVR,S.RVR.TVR,C.CVC.CVC
sobei',sobeiə,SVTVGV,SV.TVG.V,CV.CVV.V
sobérvia,sobeːɾʋia,SVTVRTVV,SV.TVR.TV.V,CV.CVC.CV.V
sobrano,sobɾano,SVTRVRV,SV.TRV.RV,CV.CCV.CV
sobredade,sobɾedade,SVTRVTVTV,SV.TRV.TV.TV,CV.CCV.CV.CV
soberdade,sobeɾdade,SVTVRTVTV,SV.TVR.TV.TV,CV.CVC.CV.CV
sóbri,soːbɾi,SVTRV,SV.TRV,CV.CCV
sóber,soːbeɾ,SVTVR,SV.TVR,CV.CVC
sociadade,sosiadade,SVSVVTVTV,SV.SV.V.TV.TV,CV.CV.V.CV.CV
sociado,sosiado,SVSVVTV,SV.SV.V.TV,CV.CV.V.CV
socorá,sokoɾaː,SVTVRV,SV.TV.RV,CV.CV.CV
socoro,sokoɾo,SVTVRV,SV.TV.RV,CV.CV.CV
soffrá,sofɾaː,SVTRV,SV.TRV,CV.CCV
sogeito,sod̠ʒeito,SVTVGTV,SV.TVG.TV,CV.CVV.CV
soitâ,sojtaː,SVRTV,SVR.TV,CVC.CV
solemno,solemno,SVRVRRV,SV.RVR.RV,CV.CVC.CV
solicitidão,solisitidaːo,SVRVSVTVTVV,SV.RV.SV.TV.TV.V,CV.CV.CV.CV.CV.V
solteira,solteiɾa,SVRTVGRV,SVR.TVG.RV,CVC.CVV.CV
sombral,sombɾal,SVRTRVR,SVR.TRVR,CVC.CCVC
sombralho,sombɾaʎo,SVRTRVRV,SVR.TRV.RV,CVC.CCV.CV
sombrè,sombɾeː,SVRTRV,SVR.TRV,CVC.CCV
sómber,soːmbeɾ,SVRTVR,SVR.TVR,CVC.CVC
sombreiro,sombɾeiɾo,SVRTRVGRV,SVR.TRVG.RV,CVC.CCVV.CV
sumberaro,sumbeɾaɾo,SVRTVRVRV,SVR.TV.RVRV,CVC.CV.CVCV
sometido,sometido,SVRVTVTV,SV.RV.TV.TV,CV.CV.CV.CV
sonento,sonento,SVRVRTV,SV.RVR.TV,CV.CVC.CV
stal,stal,STVR,S.TVR,C.CVC
staps,staps,STVTS,S.TV.TS,C.CV.CC
su,su,SV,SV,CV
subê,subeː,SVTV,SV.TV,CV.CV
soubê,soubeː,SVGTV,SVG.TV,CVV.CV
subiá,subiaː,SVTVV,SV.TV.V,CV.CV.V
subjecto,subd̠ʒekto,SVTTVTTV,SV.T.TV.T.TV,CV.C.CV.C.CV
subtomente,subtomente,SVTTVRVRTV,SV.T.TV.RVR.TV,CV.C.CV.CVC.CV
súcar,suːkaɾ,SVTVR,SV.TVR,CV.CVC
suffri,sufɾi,SVTRV,SV.TRV,CV.CCV
suffrador,sufɾadoɾ,SVTRVTVR,SV.TRV.TVR,CV.CCV.CVC
sujaza,sud̠ʒaza,SVTVSV,SV.TV.SV,CV.CV.CV
sujo,sud̠ʒo,SVTV,SV.TV,CV.CV
sumana,sumana,SVRVRV,SV.RVRV,CV.CVCV
sumanè,sumaneː,SVRVRV,SV.RVRV,CV.CVCV
suo,suo,SVV,SV.V,CV.V
superemo,supeɾemo,SVTVRVRV,SV.TV.RVRV,CV.CV.CVCV
supo,supo,SVTV,SV.TV,CV.CV
supportá,supoɾtaː,SVTVRTV,SV.TVR.TV,CV.CVC.CV
supertá,supeɾtaː,SVTVRTV,SV.TVR.TV,CV.CVC.CV
súppodo,suːpodo,SVTVTV,SV.TV.TV,CV.CV.CV
súppudo,suːpudo,SVTVTV,SV.TV.TV,CV.CV.CV
suppodomente,supodomente,SVTVTVRVRTV,SV.TV.TV.RVR.TV,CV.CV.CV.CVC.CV
supporto,supoɾto,SVTVRTV,SV.TVR.TV,CV.CVC.CV
suppressá,supɾesaː,SVTRVSV,SV.TRV.SV,CV.CCV.CV
susaso,suzazo,SVSVSV,SV.SV.SV,CV.CV.CV
suscedà,susedaː,SVSVTV,SV.SV.TV,CV.CV.CV
susdé,suzdeː,SVSTV,SVS.TV,CVC.CV
susté,susteː,SVSTV,SVS.TV,CVC.CV
sosté,sosteː,SVSTV,SVS.TV,CVC.CV
suspicio,suspisio,SVSTVSVV,SVS.TV.SV.V,CVC.CV.CV.V
suspiçan,suspisan,SVSTVSVR,SVS.TV.SVR,CVC.CV.CVC
suspira,suspiɾa,SVSTVRV,SVS.TV.RV,CVC.CV.CV
suvà,suʋaː,SVTV,SV.TV,CV.CV
suvida,suʋida,SVTVTV,SV.TV.TV,CV.CV.CV
tábè,taːbeː,TVTV,TV.TV,CV.CV
tabemaclo,tabemaklo,TVTVRVTRV,TV.TV.RV.TRV,CV.CV.CV.CCV
tabo,tabo,TVTV,TV.TV,CV.CV
tac,tak,TVT,TV.T,CV.C
tak,tak,TVT,TV.T,CV.C
talhí,taʎiː,TVRV,TV.RV,CV.CV
tandá,tandaː,TVRTV,TVR.TV,CVC.CV
tanga,tanga,TVRTV,TVR.TV,CVC.CV
tanjador,tand̠ʒadoɾ,TVRTVTVR,TVR.TV.TVR,CVC.CV.CVC
tánta,taːnta,TVRTV,TVR.TV,CVC.CV
tantohora,tantooɾa,TVRTVVRV,TVR.TV.V.RV,CVC.CV.V.CV
tappál,tapaːl,TVTVR,TV.TVR,CV.CVC
tardancè,taɾdanseː,TVRTVRSV,TVR.TVR.SV,CVC.CVC.CV
tavemo,taʋemo,TVTVRV,TV.TV.RV,CV.CV.CV
tax,taʃ,TVT,TV.T,CV.C
tea,tea,TVV,TV.V,CV.V
telegramo,telegɾamo,TVRVTRVRV,TV.RV.TRV.RV,CV.CV.CCV.CV
telhada,teʎada,TVRVTV,TV.RV.TV,CV.CV.CV
tem,tem,TVR,TVR,CVC
temaro,temaɾo,TVRVRV,TV.RVRV,CV.CVCV
témper,teːmpeɾ,TVRTVR,TVR.TVR,CVC.CVC
tempésta,tempeːsta,TVRTVSTV,TVR.TVS.TV,CVC.CVC.CV
tend,tend,TVRT,TVR.T,CVC.C
tenro,tenɾo,TVRRV,TVR.RV,CVC.CV
tenteção,tentesaːo,TVRTVSVV,TVR.TV.SV.V,CVC.CV.CV.V
terano,teɾano,TVRVRV,TV.RVRV,CV.CVCV
terivel,teɾiʋel,TVRVTVR,TV.RV.TVR,CV.CV.CVC
terrestrial,terestɾial,TVRVSTRVVR,TV.RVS.TRV.VR,CV.CVC.CCV.VC
tesá,tezaː,TVSV,TV.SV,CV.CV
teçan,tesan,TVSVR,TV.SVR,CV.CVC
testimonio,testimonio,TVSTVRVRVV,TVS.TV.RVRV.V,CVC.CV.CVCV.V
thesóura,tezoːuɾa,TVSVVRV,TV.SV.V.RV,CV.CV.V.CV
thesauro,tezauɾo,TVSVGRV,TV.SVG.RV,CV.CVV.CV
thesouria,tezouɾia,TVSVGRVV,TV.SVG.RV.V,CV.CVV.CV.V
ticê,tiseː,TVSV,TV.SV,CV.CV
tissi,tisi,TVSV,TV.SV,CV.CV
tifin,tifin,TVTVR,TV.TVR,CV.CVC
tígir,tiːd̠ʒiɾ,TVTVR,TV.TVR,CV.CVC
tinhè,tiɲeː,TVRV,TV.RV,CV.CV
tirnia,tiɾnia,TVRRVV,TVR.RV.V,CVC.CV.V
tirrá,tiraː,TVRV,TV.RV,CV.CV
toca boca,toka boka,TVTV TVTV,TV.TV TV.TV,CV.CV CV.CV
tocando,tokando,TVTVRTV,TV.TVR.TV,CV.CVC.CV
toquando,tokuando,TVTVVRTV,TV.TV.VR.TV,CV.CV.VC.CV
todo,todo,TVTV,TV.TV,CV.CV
tone,tone,TVRV,TV.RV,CV.CV
topàz,topaːs,TVTVS,TV.TVS,CV.CVC
tormentador,toɾmentadoɾ,TVRRVRTVTVR,TVR.RVR.TV.TVR,CVC.CVC.CV.CVC
tórna,toːɾna,TVRRV,TVR.RV,CVC.CV
tortil,toɾtil,TVRTVR,TVR.TVR,CVC.CVC
torno,toɾno,TVRRV,TVR.RV,CVC.CV
tosé,tozeː,TVSV,TV.SV,CV.CV
traducê,tɾaduseː,TRVTVSV,TRV.TV.SV,CCV.CV.CV
trahido,tɾaido,TRVVTV,TRV.V.TV,CCV.V.CV
train,tɾain,TRVVR,TRV.VR,CCV.VC
transgressá,tɾanzgɾesaː,TRVRSTRVSV,TRVRS.TRV.SV,CCVCC.CCV.CV
transgressador,tɾanzgɾesadoɾ,TRVRSTRVSVTVR,TRVRS.TRV.SV.TVR,CCVCC.CCV.CV.CVC
transportado,tɾanspoɾtado,TRVRSTVRTVTV,TRVRS.TVR.TV.TV,CCVCC.CVC.CV.CV
trap,tɾap,TRVT,TRV.T,CCV.C
trapá,tɾapaː,TRVTV,TRV.TV,CCV.CV
travezá,tɾaʋezaː,TRVTVSV,TRV.TV.SV,CCV.CV.CV
traz cahido,tɾaz kaido,TRVS TVVTV,TRVS TV.V.TV,CCVC CV.V.CV
traz porta,tɾaz poɾta,TRVS TVRTV,TRVS TVR.TV,CCVC CVC.CV
travelho,tɾaʋeʎo,TRVTVRV,TRV.TV.RV,CCV.CV.CV
travajo,tɾaʋad̠ʒo,TRVTVTV,TRV.TV.TV,CCV.CV.CV
travai,tɾaʋai,TRVTVV,TRV.TV.V,CCV.CV.V
travia,tɾaʋia,TRVTVV,TRV.TV.V,CCV.CV.V
travalhá,tɾaʋaʎaː,TRVTVRV,TRV.TV.RV,CCV.CV.CV
travalyá,tɾaʋalʲaː,TRVTVRV,TRV.TV.RV,CCV.CV.CV
travejá,tɾaʋed̠ʒaː,TRVTVTV,TRV.TV.TV,CCV.CV.CV
traveliá,tɾaʋeliaː,TRVTVRVV,TRV.TV.RV.V,CCV.CV.CV.V
traviá,tɾaʋiaː,TRVTVV,TRV.TV.V,CCV.CV.V
trazeiro,tɾazeiɾo,TRVSVGRV,TRV.SVG.RV,CCV.CVV.CV
treato,tɾeato,TRVVTV,TRV.V.TV,CCV.V.CV
treção,tɾesaːo,TRVSVV,TRV.SV.V,CCV.CV.V
tresão,tɾezaːo,TRVSVV,TRV.SV.V,CCV.CV.V
tresan,tɾezan,TRVSVR,TRV.SVR,CCV.CVC
trediça,tɾedisa,TRVTVSV,TRV.TV.SV,CCV.CV.CV
traidice,tɾaidise,TRVVTVSV,TRV.V.TV.SV,CCV.V.CV.CV
treidor,tɾeidoɾ,TRVGTVR,TRVG.TVR,CCVV.CVC
tredor,tɾedoɾ,TRVTVR,TRV.TVR,CCV.CVC
trémè,tɾeːmeː,TRVRV,TRV.RV,CCV.CV
tremedura,tɾemeduɾa,TRVRVTVRV,TRV.RV.TV.RV,CCV.CV.CV.CV
trevessá,tɾeʋesaː,TRVTVSV,TRV.TV.SV,CCV.CV.CV
trevessado,tɾeʋesado,TRVTVSVTV,TRV.TV.SV.TV,CCV.CV.CV.CV
trevesado,tɾeʋezado,TRVTVSVTV,TRV.TV.SV.TV,CCV.CV.CV.CV
arrevezado,areʋezado,VRVTVSVTV,V.RV.TV.SV.TV,V.CV.CV.CV.CV
travesso,tɾaʋeso,TRVTVSV,TRV.TV.SV,CCV.CV.CV
treveço,tɾeʋeso,TRVTVSV,TRV.TV.SV,CCV.CV.CV
trezeiro,tɾezeiɾo,TRVSVGRV,TRV.SVG.RV,CCV.CVV.CV
trezéro,tɾezeːɾo,TRVSVRV,TRV.SV.RV,CCV.CV.CV
trezeiromente,tɾezeiɾomente,TRVSVGRVRVRTV,TRV.SVG.RV.RVR.TV,CCV.CVV.CV.CVC.CV
tribulá,tɾibulaː,TRVTVRV,TRV.TV.RV,CCV.CV.CV
trimi,tɾimi,TRVRV,TRV.RV,CCV.CV
trinidade,tɾinidade,TRVRVTVTV,TRV.RV.TV.TV,CCV.CV.CV.CV
trintè,tɾinteː,TRVRTV,TRVR.TV,CCVC.CV
triómpha,tɾioːmfa,TRVVRTV,TRV.VR.TV,CCV.VC.CV
triompliá,tɾiompliaː,TRVVRTRVV,TRV.VR.TRV.V,CCV.VC.CCV.V
triompliante,tɾiompliante,TRVVRTRVVRTV,TRV.VR.TRV.VR.TV,CCV.VC.CCV.VC.CV
tristézè,tɾisteːzeː,TRVSTVSV,TRVS.TV.SV,CCVC.CV.CV
trizê,tɾizeː,TRVSV,TRV.SV,CCV.CV
trizá,tɾizaː,TRVSV,TRV.SV,CCV.CV
treizê,tɾeizeː,TRVGSV,TRVG.SV,CCVV.CV
troada,tɾoada,TRVVTV,TRV.V.TV,CCV.V.CV
truada,tɾuada,TRVVTV,TRV.V.TV,CCV.V.CV
trovada,tɾoʋada,TRVTVTV,TRV.TV.TV,CCV.CV.CV
trovado,tɾoʋado,TRVTVTV,TRV.TV.TV,CCV.CV.CV
truvado,tɾuʋado,TRVTVTV,TRV.TV.TV,CCV.CV.CV
trova,tɾoʋa,TRVTV,TRV.TV,CCV.CV
truvá,tɾuʋaː,TRVTV,TRV.TV,CCV.CV
trobellado,tɾobelado,TRVTVRVTV,TRV.TV.RV.TV,CCV.CV.CV.CV
trocamento,tɾokamento,TRVTVRVRTV,TRV.TV.RVR.TV,CCV.CV.CVC.CV
trocido,tɾosido,TRVSVTV,TRV.SV.TV,CCV.CV.CV
trombeto,tɾombeto,TRVRTVTV,TRVR.TV.TV,CCVC.CV.CV
trumbetè,tɾumbeteː,TRVRTVTV,TRVR.TV.TV,CCVC.CV.CV
tromenta,tɾomenta,TRVRVRTV,TRV.RVR.TV,CCV.CVC.CV
troméntè,tɾomeːnteː,TRVRVRTV,TRV.RVR.TV,CCV.CVC.CV
tromento,tɾomento,TRVRVRTV,TRV.RVR.TV,CCV.CVC.CV
tropeço,tɾopeso,TRVTVSV,TRV.TV.SV,CCV.CV.CV
troupeço,tɾoupeso,TRVGTVSV,TRVG.TV.SV,CCVV.CV.CV
tropeça,tɾopesa,TRVTVSV,TRV.TV.SV,CCV.CV.CV
troupeçà,tɾoupesaː,TRVGTVSV,TRVG.TV.SV,CCVV.CV.CV
troubalá,tɾoubalaː,TRVGTVRV,TRVG.TV.RV,CCVV.CV.CV
troubelà,tɾoubelaː,TRVGTVRV,TRVG.TV.RV,CCVV.CV.CV
troubalha,tɾoubaʎa,TRVGTVRV,TRVG.TV.RV,CCVV.CV.CV
troublà,tɾoublaː,TRVGTRV,TRVG.TRV,CCVV.CCV
trublá,tɾublaː,TRVTRV,TRV.TRV,CCV.CCV
trobellado,tɾobelado,TRVTVRVTV,TRV.TV.RV.TV,CCV.CV.CV.CV
troublação,tɾoublasaːo,TRVGTRVSVV,TRVG.TRV.SV.V,CCVV.CCV.CV.V
trublação,tɾublasaːo,TRVTRVSVV,TRV.TRV.SV.V,CCV.CCV.CV.V
trubelasan,tɾubelazan,TRVTVRVSVR,TRV.TV.RV.SVR,CCV.CV.CV.CVC
trobalhasan,tɾobaʎazan,TRVTVRVSVR,TRV.TV.RV.SVR,CCV.CV.CV.CVC
trouble,tɾouble,TRVGTRV,TRVG.TRV,CCVV.CCV
traçador,tɾasadoɾ,TRVSVTVR,TRV.SV.TVR,CCV.CV.CVC
trucé,tɾuseː,TRVSV,TRV.SV,CCV.CV
trussé,tɾuseː,TRVSV,TRV.SV,CCV.CV
trusamento,tɾuzamento,TRVSVRVRTV,TRV.SV.RVR.TV,CCV.CV.CVC.CV
tudos,tudos,TVTVS,TV.TVS,CV.CVC
tuli,tuli,TVRV,TV.RV,CV.CV
tuo,tuo,TVV,TV.V,CV.V
tutana,tutana,TVTVRV,TV.TV.RV,CV.CV.CV
umi,umi,VRV,V.RV,V.CV
ungiá,und̠ʒiaː,VRTVV,VR.TV.V,VC.CV.V
urvis,uɾʋis,VRTVS,VR.TVS,VC.CVC
usancia,uzansia,VSVRSVV,V.SVR.SV.V,V.CVC.CV.V
usancè,uzanseː,VSVRSV,V.SVR.SV,V.CVC.CV
uscuro,uskuɾo,VSTVRV,VS.TV.RV,VC.CV.CV
uço,uso,VSV,V.SV,V.CV
vaca,ʋaka,TVTV,TV.TV,CV.CV
vacudade,ʋakudade,TVTVTVTV,TV.TV.TV.TV,CV.CV.CV.CV
vadade,ʋadade,TVTVTV,TV.TV.TV,CV.CV.CV
vagára,ʋagaːɾa,TVTVRV,TV.TV.RV,CV.CV.CV
vai,ʋai,TVV,TV.V,CV.V
valante,ʋalante,TVRVRTV,TV.RVR.TV,CV.CVC.CV
valiá,ʋaliaː,TVRVV,TV.RV.V,CV.CV.V
vanda,ʋanda,TVRTV,TVR.TV,CVC.CV
vande,ʋande,TVRTV,TVR.TV,CVC.CV
vand'lar vida,ʋandəlaɾ ʋida,TVRTVRVR TVTV,TVR.TV.RVR TV.TV,CVC.CV.CVC CV.CV
vanz,ʋans,TVRS,TVRS,CVCC
vaquinha,ʋakiɲa,TVTVRV,TV.TV.RV,CV.CV.CV
vaccinha,ʋaksiɲa,TVTSVRV,TV.T.SV.RV,CV.C.CV.CV
varioso,ʋaɾiozo,TVRVVSV,TV.RV.V.SV,CV.CV.V.CV
varzè,ʋaɾzeː,TVRSV,TVR.SV,CVC.CV
vàrzi,ʋaːɾzi,TVRSV,TVR.SV,CVC.CV
varzeiro,ʋaɾzeiɾo,TVRSVGRV,TVR.SVG.RV,CVC.CVV.CV
vaijeiro,ʋaid̠ʒeiɾo,TVVTVGRV,TV.V.TVG.RV,CV.V.CVV.CV
vatti,ʋatːi,TVTV,TV.TV,CV.CV
ven,ʋen,TVR,TVR,CVC
vença,ʋensa,TVRSV,TVR.SV,CVC.CV
vencà,ʋenkaː,TVRTV,TVR.TV,CVC.CV
vencador,ʋenkadoɾ,TVRTVTVR,TVR.TV.TVR,CVC.CV.CVC
vein,ʋein,TVGR,TVGR,CVVC
venettè,ʋenetːeː,TVRVTV,TV.RV.TV,CV.CV.CV
vanetta,ʋanetːa,TVRVTV,TV.RV.TV,CV.CV.CV
vanettè,ʋanetːeː,TVRVTV,TV.RV.TV,CV.CV.CV
vénkel,ʋeːnkel,TVRTVR,TVR.TVR,CVC.CVC
vénkal,ʋeːnkal,TVRTVR,TVR.TVR,CVC.CVC
ventra,ʋentɾa,TVRTRV,TVR.TRV,CVC.CCV
vénter,ʋeːnteɾ,TVRTVR,TVR.TVR,CVC.CVC
verdedeiro,ʋeɾdedeiɾo,TVRTVTVGRV,TVR.TV.TVG.RV,CVC.CV.CVV.CV
verdeiromente,ʋeɾdeiɾomente,TVRTVGRVRVRTV,TVR.TVG.RV.RVR.TV,CVC.CVV.CV.CVC.CV
verdente,ʋeɾdente,TVRTVRTV,TVR.TVR.TV,CVC.CVC.CV
vergonhadomente,ʋeɾgoɲadomente,TVRTVRVTVRVRTV,TVR.TV.RV.TV.RVR.TV,CVC.CV.CV.CV.CVC.CV
vésper,ʋeːspeɾ,TVSTVR,TVS.TVR,CVC.CVC
vestimento,ʋestimento,TVSTVRVRTV,TVS.TV.RVR.TV,CVC.CV.CVC.CV
veyo,ʋejo,TVRV,TV.RV,CV.CV
viagè,ʋiad̠ʒeː,TVVTV,TV.V.TV,CV.V.CV
viajo,ʋiad̠ʒo,TVVTV,TV.V.TV,CV.V.CV
veagéro,ʋead̠ʒeːɾo,TVVTVRV,TV.V.TV.RV,CV.V.CV.CV
vichelei,ʋit̠ʃelei,TVTVRVG,TV.TV.RVG,CV.CV.CVV
vida,ʋida,TVTV,TV.TV,CV.CV
vidè,ʋideː,TVTV,TV.TV,CV.CV
vidèaquél,ʋideːakeːl,TVTVVTVR,TV.TV.V.TVR,CV.CV.V.CVC
vidèque,ʋideːke,TVTVTV,TV.TV.TV,CV.CV.CV
vidèquél,ʋideːkeːl,TVTVTVR,TV.TV.TVR,CV.CV.CVC
vido,ʋido,TVTV,TV.TV,CV.CV
vido,ʋido,TVTV,TV.TV,CV.CV
vidor,ʋidoɾ,TVTVR,TV.TVR,CV.CVC
vigári,ʋigaːɾi,TVTVRV,TV.TV.RV,CV.CV.CV
vigil,ʋid̠ʒil,TVTVR,TV.TVR,CV.CVC
vin',ʋinə,TVRV,TV.RV,CV.CV
vindo,ʋindo,TVRTV,TVR.TV,CVC.CV
vingá,ʋingaː,TVRTV,TVR.TV,CVC.CV
vintôrè,ʋintoːɾeː,TVRTVRV,TVR.TV.RV,CVC.CV.CV
vinteroso,ʋinteɾozo,TVRTVRVSV,TVR.TV.RV.SV,CVC.CV.CV.CV
vintroso,ʋintɾozo,TVRTRVSV,TVR.TRV.SV,CVC.CCV.CV
vio,ʋio,TVV,TV.V,CV.V
virado,ʋiɾado,TVRVTV,TV.RV.TV,CV.CV.CV
viradomente,ʋiɾadomente,TVRVTVRVRTV,TV.RV.TV.RVR.TV,CV.CV.CV.CVC.CV
virgem ventre,ʋiɾd̠ʒem ʋentɾe,TVRTVR TVRTRV,TVR.TVR TVR.TRV,CVC.CVC CVC.CCV
virrá,ʋiraː,TVRV,TV.RV,CV.CV
vistè,ʋisteː,TVSTV,TVS.TV,CVC.CV
vistê,ʋisteː,TVSTV,TVS.TV,CVC.CV
vistá,ʋistaː,TVSTV,TVS.TV,CVC.CV
vistementé,ʋistementeː,TVSTVRVRTV,TVS.TV.RVR.TV,CVC.CV.CVC.CV
vistemento,ʋistemento,TVSTVRVRTV,TVS.TV.RVR.TV,CVC.CV.CVC.CV
vistido,ʋistido,TVSTVTV,TVS.TV.TV,CVC.CV.CV
vivenda,ʋiʋenda,TVTVRTV,TV.TVR.TV,CV.CVC.CV
vizia,ʋizia,TVSVV,TV.SV.V,CV.CV.V
viziá,ʋiziaː,TVSVV,TV.SV.V,CV.CV.V
viziador,ʋiziadoɾ,TVSVVTVR,TV.SV.V.TVR,CV.CV.V.CVC
viziação,ʋiziasaːo,TVSVVSVV,TV.SV.V.SV.V,CV.CV.V.CV.V
voltiá,ʋoltiaː,TVRTVV,TVR.TV.V,CVC.CV.V
vossas,ʋosas,TVSVS,TV.SVS,CV.CVC
vossè,ʋoseː,TVSV,TV.SV,CV.CV
vossotros,ʋosotɾos,TVSVTRVS,TV.SV.TRVS,CV.CV.CCVC
waggon,ʋagon,TVTVR,TV.TVR,CV.CVC
waiscoat,ʋaiskoat,TVVSTVVT,TV.VS.TV.V.T,CV.VC.CV.V.C
wine,ʋine,TVRV,TV.RV,CV.CV
zumbá,zumbaː,SVRTV,SVR.TV,CVC.CV
zomberías,zombeɾiːas,SVRTVRVVS,SVR.TV.RV.VS,CVC.CV.CV.VC
zombrias,zombɾias,SVRTRVVS,SVR.TRV.VS,CVC.CCV.VC
zombàrios,zombaːɾios,SVRTVRVVS,SVR.TV.RV.VS,CVC.CV.CV.VC
